Warning,Bushfire Advice: Pacific Hwy Woodburn NSW, 
Layer,Ericsson Active Sites 
Woodburn


Warning,QLD Flood Watch: Southern and Central Queensland, 
Layer,Ericsson Active Sites 
Bloodwood Hill
Brookstead
Cabarlah
Clifton
Cottonvale
Cunningham East
Deuchar West
Doctors Creek North Rd
Glen Aplin
Glenvale
Goombungee
Greenmount
Greenmount East
Hampton
Killarney
Killarney South
Kingsthorpe
Maryvale
Millmerran
Motley
Mount Tully
Mt Domville
Nobby
Oakey
Phelans Hill
Pittsworth
Relay Mt Lofty
Southbrook
Stanthorpe
The Summit
Toowoomba South
Top Camp
Wallangarra
Warwick
West Warwick
Wyreema & Cambooya
Yangan


